"movie_id";"genre_id"
407;2
408;2
411;2
414;2
417;2
423;2
432;2
434;2
438;2
440;2
443;2
444;2
451;2
452;2
454;2
455;2
457;2
460;2
464;2
466;2
467;2
468;2
469;2
470;2
471;2
476;2
482;2
489;2
499;2
501;2
504;2
508;2
509;2
513;2
517;2
523;2
527;2
528;2
529;2
530;2
533;2
536;2
546;2
547;2
552;2
554;2
555;2
557;2
558;2
564;2
565;2
568;2
573;2
575;2
579;2
580;2
585;2
601;2
602;2
604;2
606;2
607;2
608;2
612;2
613;2
617;2
619;2
620;2
623;2
625;2
628;2
633;2
635;2
639;2
644;2
646;2
652;2
654;2
657;2
659;2
671;2
672;2
677;2
679;2
684;2
687;2
688;2
694;2
703;2
705;2
710;2
714;2
715;2
716;2
718;2
719;2
720;2
728;2
731;2
740;2
742;2
745;2
748;2
749;2
753;2
754;2
755;2
759;2
762;2
767;2
768;2
769;2
771;2
773;2
775;2
777;2
782;2
785;2
788;2
790;2
807;2
811;2
816;2
819;2
825;2
838;2
840;2
841;2
843;2
847;2
853;2
854;2
862;2
864;2
877;2
878;2
884;2
885;2
888;2
890;2
891;2
895;2
904;2
908;2
911;2
912;2
914;2
918;2
925;2
927;2
937;2
939;2
943;2
946;2
947;2
949;2
950;2
956;2
957;2
959;2
961;2
962;2
975;2
976;2
981;2
983;2
988;2
991;2
999;2
1000;2
1002;2
1005;2
1008;2
1010;2
1015;2
1017;2
1018;2
1025;2
1026;2
1034;2
1039;2
1041;2
1044;2
1045;2
1050;2
1;3
4;3
7;3
8;3
9;3
19;3
32;3
33;3
46;3
50;3
64;3
66;3
69;3
75;3
88;3
93;3
97;3
103;3
104;3
105;3
114;3
115;3
121;3
123;3
128;3
150;3
164;3
170;3
177;3
178;3
194;3
201;3
204;3
206;3
208;3
216;3
217;3
219;3
221;3
227;3
228;3
230;3
231;3
234;3
237;3
238;3
242;3
252;3
254;3
255;3
256;3
258;3
259;3
261;3
262;3
263;3
266;3
267;3
276;3
287;3
292;3
295;3
296;3
302;3
303;3
304;3
308;3
310;3
311;3
318;3
320;3
321;3
322;3
331;3
332;3
333;3
335;3
336;3
337;3
342;3
344;3
345;3
350;3
351;3
352;3
354;3
356;3
358;3
361;3
366;3
367;3
368;3
376;3
377;3
380;3
381;3
382;3
383;3
395;3
396;3
398;3
403;3
410;3
414;3
417;3
418;3
421;3
422;3
423;3
425;3
427;3
430;3
432;3
441;3
446;3
447;3
449;3
451;3
452;3
453;3
455;3
456;3
457;3
458;3
459;3
463;3
465;3
466;3
469;3
470;3
471;3
472;3
473;3
474;3
476;3
477;3
479;3
480;3
482;3
485;3
486;3
491;3
495;3
496;3
497;3
498;3
499;3
504;3
505;3
507;3
508;3
511;3
513;3
514;3
516;3
517;3
521;3
526;3
527;3
529;3
535;3
542;3
553;3
560;3
564;3
587;3
588;3
595;3
598;3
599;3
602;3
605;3
610;3
613;3
620;3
622;3
623;3
628;3
634;3
635;3
639;3
650;3
651;3
652;3
654;3
663;3
666;3
668;3
676;3
685;3
690;3
696;3
701;3
702;3
705;3
706;3
709;3
710;3
714;3
715;3
724;3
727;3
731;3
735;3
740;3
742;3
745;3
751;3
752;3
753;3
755;3
758;3
759;3
760;3
764;3
765;3
768;3
780;3
782;3
785;3
786;3
787;3
797;3
801;3
802;3
807;3
816;3
838;3
845;3
848;3
851;3
853;3
854;3
857;3
864;3
874;3
889;3
890;3
891;3
895;3
902;3
905;3
906;3
908;3
910;3
918;3
919;3
921;3
927;3
931;3
937;3
947;3
950;3
956;3
959;3
975;3
976;3
988;3
991;3
995;3
1003;3
1005;3
1006;3
1008;3
1011;3
1025;3
1030;3
7;4
8;4
9;4
23;4
28;4
33;4
34;4
37;4
41;4
42;4
53;4
56;4
64;4
69;4
74;4
75;4
78;4
83;4
86;4
88;4
92;4
93;4
99;4
103;4
104;4
105;4
108;4
110;4
116;4
123;4
127;4
130;4
131;4
139;4
177;4
192;4
194;4
200;4
202;4
208;4
214;4
216;4
217;4
219;4
221;4
224;4
227;4
229;4
231;4
234;4
237;4
243;4
252;4
253;4
256;4
258;4
264;4
266;4
276;4
285;4
287;4
291;4
293;4
295;4
300;4
302;4
306;4
310;4
311;4
313;4
315;4
318;4
321;4
322;4
324;4
327;4
329;4
331;4
332;4
343;4
344;4
346;4
350;4
352;4
354;4
357;4
361;4
362;4
366;4
375;4
384;4
389;4
391;4
393;4
400;4
401;4
404;4
409;4
413;4
415;4
417;4
418;4
422;4
423;4
425;4
428;4
432;4
436;4
437;4
451;4
452;4
453;4
455;4
459;4
463;4
469;4
470;4
476;4
482;4
486;4
496;4
498;4
504;4
514;4
515;4
516;4
517;4
521;4
524;4
525;4
526;4
538;4
539;4
544;4
547;4
552;4
555;4
556;4
559;4
564;4
571;4
574;4
577;4
594;4
595;4
597;4
599;4
602;4
603;4
613;4
616;4
623;4
627;4
628;4
630;4
635;4
641;4
651;4
652;4
653;4
654;4
658;4
660;4
662;4
665;4
671;4
673;4
676;4
689;4
692;4
703;4
707;4
708;4
711;4
713;4
716;4
717;4
719;4
729;4
730;4
732;4
734;4
738;4
739;4
741;4
742;4
745;4
746;4
750;4
754;4
755;4
757;4
758;4
761;4
767;4
768;4
773;4
774;4
778;4
784;4
786;4
789;4
794;4
795;4
803;4
804;4
807;4
808;4
810;4
811;4
813;4
819;4
826;4
829;4
834;4
844;4
849;4
852;4
854;4
856;4
857;4
860;4
865;4
868;4
883;4
884;4
886;4
887;4
889;4
891;4
893;4
895;4
897;4
901;4
902;4
903;4
904;4
908;4
909;4
914;4
915;4
926;4
927;4
928;4
937;4
939;4
940;4
952;4
954;4
962;4
977;4
985;4
986;4
991;4
992;4
994;4
998;4
1002;4
1004;4
1007;4
1016;4
1019;4
1020;4
1023;4
1028;4
1030;4
1035;4
1045;4
1046;4
1049;4
11;5
13;5
15;5
16;5
17;5
18;5
23;5
25;5
26;5
39;5
59;5
61;5
81;5
86;5
90;5
138;5
139;5
141;5
151;5
166;5
180;5
192;5
200;5
239;5
247;5
272;5
277;5
279;5
280;5
285;5
289;5
323;5
328;5
334;5
359;5
399;5
424;5
445;5
475;5
484;5
494;5
502;5
503;5
534;5
542;5
547;5
549;5
569;5
576;5
584;5
590;5
600;5
611;5
632;5
637;5
638;5
646;5
656;5
659;5
664;5
692;5
695;5
716;5
721;5
722;5
725;5
743;5
750;5
766;5
800;5
804;5
812;5
827;5
850;5
860;5
871;5
875;5
879;5
881;5
889;5
893;5
896;5
899;5
900;5
928;5
933;5
942;5
965;5
967;5
970;5
977;5
978;5
979;5
982;5
985;5
1012;5
1021;5
1024;5
1033;5
1038;5
157;6
215;6
481;6
561;6
655;6
810;6
818;6
1029;6
1;7
9;7
15;7
16;7
18;7
20;7
21;7
22;7
25;7
26;7
36;7
39;7
44;7
46;7
61;7
63;7
67;7
68;7
72;7
73;7
78;7
79;7
80;7
81;7
88;7
90;7
96;7
97;7
99;7
111;7
112;7
114;7
118;7
119;7
120;7
121;7
128;7
129;7
133;7
137;7
139;7
141;7
143;7
145;7
149;7
153;7
154;7
160;7
167;7
172;7
178;7
179;7
181;7
183;7
185;7
190;7
191;7
194;7
196;7
207;7
210;7
216;7
218;7
223;7
232;7
233;7
248;7
265;7
268;7
274;7
275;7
276;7
280;7
282;7
283;7
290;7
298;7
307;7
312;7
317;7
325;7
334;7
339;7
349;7
355;7
363;7
364;7
368;7
369;7
375;7
391;7
394;7
397;7
398;7
399;7
405;7
411;7
419;7
420;7
424;7
428;7
431;7
433;7
434;7
457;7
464;7
475;7
478;7
480;7
489;7
494;7
500;7
502;7
503;7
519;7
520;7
523;7
525;7
545;7
551;7
558;7
569;7
570;7
574;7
575;7
580;7
583;7
584;7
586;7
590;7
591;7
592;7
593;7
597;7
611;7
616;7
618;7
624;7
626;7
629;7
637;7
638;7
641;7
652;7
656;7
661;7
667;7
675;7
677;7
678;7
680;7
681;7
688;7
690;7
693;7
695;7
696;7
698;7
699;7
700;7
704;7
713;7
721;7
730;7
733;7
737;7
738;7
743;7
744;7
747;7
748;7
766;7
770;7
772;7
775;7
776;7
781;7
783;7
787;7
791;7
792;7
796;7
799;7
806;7
812;7
822;7
824;7
825;7
828;7
832;7
833;7
835;7
836;7
846;7
850;7
866;7
867;7
869;7
873;7
881;7
882;7
885;7
886;7
888;7
892;7
896;7
907;7
911;7
916;7
917;7
918;7
924;7
931;7
933;7
934;7
940;7
950;7
953;7
955;7
957;7
963;7
966;7
967;7
970;7
971;7
972;7
973;7
974;7
980;7
981;7
982;7
986;7
987;7
989;7
993;7
996;7
997;7
1007;7
1013;7
1014;7
1016;7
1024;7
1026;7
1033;7
1035;7
1040;7
1042;7
1043;7
1047;7
1048;7
1049;7
7;8
8;8
9;8
32;8
33;8
41;8
42;8
50;8
93;8
103;8
105;8
114;8
115;8
121;8
152;8
164;8
170;8
194;8
206;8
217;8
219;8
221;8
230;8
231;8
233;8
234;8
237;8
238;8
242;8
252;8
254;8
255;8
256;8
258;8
262;8
263;8
266;8
276;8
287;8
292;8
293;8
295;8
302;8
303;8
304;8
308;8
310;8
311;8
318;8
320;8
321;8
326;8
331;8
332;8
333;8
335;8
342;8
344;8
350;8
352;8
354;8
356;8
358;8
361;8
362;8
366;8
367;8
368;8
377;8
380;8
381;8
382;8
383;8
386;8
394;8
395;8
396;8
398;8
410;8
413;8
414;8
417;8
418;8
421;8
422;8
423;8
425;8
427;8
432;8
438;8
441;8
449;8
451;8
452;8
455;8
458;8
459;8
463;8
464;8
469;8
470;8
471;8
472;8
476;8
479;8
480;8
482;8
485;8
486;8
489;8
495;8
496;8
497;8
498;8
499;8
500;8
504;8
505;8
507;8
508;8
509;8
511;8
512;8
514;8
516;8
521;8
526;8
528;8
535;8
552;8
553;8
555;8
560;8
564;8
588;8
595;8
598;8
599;8
602;8
603;8
607;8
613;8
616;8
622;8
623;8
627;8
628;8
634;8
635;8
649;8
650;8
651;8
652;8
654;8
657;8
663;8
666;8
668;8
671;8
676;8
677;8
685;8
696;8
703;8
709;8
710;8
711;8
714;8
715;8
717;8
719;8
727;8
730;8
740;8
742;8
745;8
746;8
753;8
754;8
755;8
758;8
760;8
764;8
765;8
768;8
773;8
778;8
782;8
785;8
786;8
795;8
802;8
805;8
807;8
808;8
815;8
816;8
838;8
846;8
847;8
849;8
854;8
857;8
878;8
884;8
888;8
889;8
890;8
895;8
901;8
902;8
908;8
910;8
915;8
918;8
919;8
926;8
927;8
931;8
937;8
946;8
947;8
950;8
952;8
956;8
962;8
974;8
975;8
988;8
991;8
994;8
1002;8
1003;8
1005;8
1006;8
1020;8
1;9
2;9
3;9
4;9
7;9
9;9
12;9
19;9
30;9
31;9
32;9
33;9
34;9
41;9
42;9
48;9
69;9
74;9
75;9
88;9
91;9
93;9
94;9
95;9
96;9
97;9
102;9
103;9
104;9
105;9
108;9
111;9
115;9
122;9
135;9
140;9
152;9
156;9
158;9
159;9
161;9
162;9
163;9
165;9
174;9
176;9
177;9
179;9
180;9
182;9
186;9
187;9
188;9
196;9
197;9
198;9
201;9
205;9
207;9
210;9
212;9
213;9
216;9
217;9
222;9
223;9
233;9
235;9
241;9
242;9
244;9
249;9
252;9
254;9
262;9
266;9
267;9
292;9
299;9
309;9
310;9
311;9
314;9
316;9
318;9
319;9
322;9
326;9
327;9
331;9
332;9
333;9
342;9
345;9
351;9
354;9
358;9
360;9
363;9
374;9
376;9
377;9
382;9
385;9
386;9
387;9
392;9
395;9
397;9
402;9
406;9
408;9
410;9
411;9
421;9
432;9
434;9
438;9
451;9
460;9
461;9
463;9
466;9
467;9
468;9
470;9
474;9
489;9
497;9
499;9
503;9
506;9
509;9
512;9
514;9
516;9
521;9
528;9
533;9
535;9
538;9
551;9
552;9
553;9
554;9
560;9
568;9
569;9
572;9
583;9
589;9
593;9
598;9
604;9
605;9
607;9
609;9
612;9
615;9
616;9
620;9
621;9
622;9
627;9
628;9
663;9
668;9
671;9
682;9
688;9
693;9
706;9
710;9
711;9
715;9
717;9
723;9
726;9
734;9
736;9
742;9
745;9
749;9
759;9
773;9
777;9
779;9
782;9
795;9
801;9
802;9
805;9
807;9
808;9
811;9
821;9
826;9
838;9
841;9
846;9
847;9
848;9
856;9
857;9
859;9
864;9
865;9
867;9
878;9
882;9
883;9
889;9
899;9
915;9
922;9
924;9
926;9
929;9
936;9
939;9
946;9
975;9
976;9
991;9
992;9
994;9
998;9
1002;9
1005;9
1008;9
1025;9
1045;9
1049;9
29;10
31;10
73;10
79;10
96;10
143;10
154;10
290;10
519;10
592;10
618;10
619;10
681;10
770;10
772;10
798;10
806;10
825;10
842;10
881;10
912;10
955;10
980;10
1026;10
1043;10
6;11
28;11
37;11
38;11
42;11
44;11
47;11
49;11
76;11
80;11
83;11
91;11
94;11
101;11
106;11
110;11
120;11
124;11
129;11
147;11
173;11
175;11
189;11
203;11
209;11
210;11
211;11
223;11
226;11
240;11
246;11
260;11
270;11
273;11
275;11
278;11
297;11
299;11
305;11
313;11
328;11
347;11
364;11
365;11
370;11
372;11
378;11
379;11
384;11
387;11
388;11
400;11
412;11
426;11
429;11
430;11
435;11
439;11
442;11
444;11
448;11
450;11
453;11
488;11
490;11
492;11
493;11
510;11
515;11
522;11
524;11
531;11
532;11
534;11
537;11
541;11
544;11
548;11
549;11
559;11
562;11
566;11
567;11
579;11
581;11
582;11
600;11
609;11
614;11
621;11
631;11
632;11
642;11
643;11
645;11
647;11
648;11
658;11
662;11
665;11
669;11
670;11
674;11
682;11
683;11
691;11
698;11
707;11
712;11
721;11
732;11
756;11
761;11
769;11
776;11
779;11
788;11
789;11
790;11
803;11
809;11
817;11
821;11
822;11
823;11
826;11
828;11
833;11
834;11
835;11
839;11
855;11
859;11
861;11
863;11
867;11
872;11
880;11
882;11
894;11
897;11
898;11
907;11
913;11
923;11
924;11
932;11
934;11
935;11
936;11
938;11
939;11
941;11
942;11
944;11
945;11
948;11
951;11
953;11
958;11
964;11
968;11
969;11
984;11
989;11
990;11
992;11
998;11
1004;11
1009;11
1021;11
1022;11
1027;11
1031;11
1032;11
1036;11
1042;11
1046;11
9;12
46;12
93;12
105;12
143;12
194;12
298;12
514;12
538;12
586;12
730;12
799;12
815;12
986;12
6;13
31;13
47;13
72;13
76;13
111;13
147;13
148;13
155;13
161;13
173;13
203;13
328;13
330;13
349;13
376;13
419;13
439;13
445;13
446;13
450;13
453;13
493;13
510;13
520;13
532;13
541;13
542;13
562;13
563;13
567;13
575;13
593;13
614;13
615;13
631;13
642;13
643;13
645;13
678;13
684;13
695;13
742;13
768;13
781;13
811;13
821;13
822;13
830;13
833;13
839;13
863;13
867;13
872;13
876;13
880;13
892;13
902;13
904;13
927;13
934;13
935;13
942;13
960;13
963;13
964;13
966;13
973;13
978;13
984;13
990;13
991;13
1024;13
1027;13
1036;13
1042;13
1048;13
20;14
46;14
66;14
78;14
88;14
97;14
99;14
119;14
121;14
128;14
133;14
145;14
149;14
160;14
178;14
181;14
207;14
224;14
309;14
310;14
317;14
326;14
340;14
355;14
363;14
377;14
383;14
391;14
393;14
405;14
409;14
410;14
411;14
415;14
421;14
428;14
434;14
437;14
474;14
507;14
531;14
538;14
545;14
551;14
555;14
560;14
570;14
574;14
577;14
583;14
597;14
626;14
627;14
641;14
663;14
667;14
668;14
673;14
681;14
690;14
693;14
713;14
714;14
730;14
733;14
734;14
737;14
764;14
774;14
799;14
813;14
815;14
816;14
825;14
830;14
838;14
852;14
886;14
887;14
957;14
972;14
981;14
982;14
986;14
988;14
993;14
998;14
1003;14
1007;14
1013;14
1014;14
1020;14
1028;14
1035;14
1039;14
1049;14
10;15
12;15
14;15
24;15
27;15
31;15
39;15
40;15
43;15
49;15
52;15
54;15
55;15
57;15
58;15
60;15
62;15
67;15
72;15
76;15
82;15
87;15
89;15
100;15
101;15
107;15
108;15
109;15
110;15
113;15
118;15
120;15
123;15
124;15
125;15
126;15
130;15
132;15
135;15
142;15
144;15
148;15
149;15
153;15
155;15
165;15
169;15
170;15
172;15
173;15
184;15
185;15
186;15
190;15
191;15
193;15
195;15
197;15
204;15
209;15
210;15
220;15
222;15
223;15
225;15
235;15
236;15
239;15
240;15
245;15
250;15
251;15
255;15
257;15
261;15
262;15
264;15
270;15
271;15
281;15
282;15
284;15
288;15
291;15
293;15
294;15
296;15
301;15
307;15
312;15
319;15
330;15
348;15
353;15
364;15
365;15
371;15
376;15
380;15
385;15
390;15
402;15
407;15
416;15
427;15
431;15
440;15
447;15
454;15
456;15
457;15
461;15
465;15
466;15
473;15
477;15
478;15
487;15
490;15
498;15
501;15
512;15
513;15
518;15
522;15
527;15
536;15
543;15
550;15
563;15
566;15
568;15
575;15
585;15
596;15
601;15
608;15
610;15
616;15
617;15
621;15
625;15
629;15
639;15
640;15
643;15
649;15
657;15
667;15
671;15
679;15
684;15
685;15
686;15
691;15
694;15
701;15
702;15
703;15
706;15
715;15
718;15
720;15
724;15
728;15
731;15
735;15
740;15
744;15
749;15
751;15
752;15
755;15
762;15
771;15
775;15
786;15
787;15
788;15
793;15
797;15
817;15
819;15
820;15
832;15
835;15
843;15
851;15
858;15
861;15
878;15
884;15
897;15
898;15
899;15
905;15
906;15
914;15
920;15
921;15
927;15
929;15
932;15
947;15
959;15
961;15
969;15
995;15
999;15
1005;15
1006;15
1011;15
1012;15
1016;15
1017;15
1035;15
1041;15
1046;15
199;16
206;16
730;16
735;16
824;16
902;16
907;16
5;17
6;17
15;17
16;17
17;17
18;17
22;17
23;17
24;17
26;17
35;17
38;17
39;17
43;17
44;17
45;17
49;17
56;17
59;17
61;17
63;17
65;17
67;17
68;17
70;17
71;17
72;17
80;17
81;17
84;17
85;17
89;17
98;17
106;17
110;17
111;17
129;17
134;17
136;17
138;17
141;17
147;17
148;17
149;17
151;17
155;17
160;17
166;17
168;17
169;17
171;17
184;17
185;17
189;17
192;17
193;17
195;17
199;17
200;17
203;17
209;17
211;17
214;17
218;17
246;17
247;17
250;17
257;17
260;17
265;17
269;17
272;17
273;17
275;17
277;17
279;17
280;17
281;17
284;17
289;17
290;17
297;17
305;17
312;17
323;17
334;17
341;17
347;17
349;17
359;17
364;17
365;17
370;17
373;17
378;17
379;17
400;17
412;17
416;17
419;17
426;17
429;17
433;17
443;17
444;17
445;17
453;17
462;17
475;17
478;17
483;17
484;17
492;17
494;17
513;17
518;17
520;17
522;17
530;17
532;17
534;17
540;17
543;17
547;17
549;17
550;17
557;17
565;17
568;17
573;17
575;17
581;17
582;17
584;17
585;17
589;17
596;17
600;17
614;17
615;17
617;17
621;17
625;17
632;17
636;17
640;17
644;17
646;17
656;17
664;17
670;17
674;17
678;17
686;17
687;17
691;17
694;17
695;17
697;17
698;17
699;17
716;17
721;17
722;17
723;17
724;17
725;17
726;17
728;17
732;17
736;17
743;17
744;17
749;17
756;17
763;17
769;17
771;17
776;17
781;17
783;17
800;17
803;17
820;17
821;17
823;17
827;17
828;17
830;17
833;17
835;17
839;17
843;17
845;17
859;17
860;17
863;17
867;17
875;17
876;17
877;17
879;17
882;17
885;17
892;17
894;17
896;17
897;17
899;17
911;17
920;17
923;17
924;17
930;17
933;17
934;17
935;17
938;17
943;17
945;17
949;17
951;17
958;17
960;17
963;17
964;17
965;17
966;17
967;17
968;17
970;17
973;17
978;17
979;17
983;17
984;17
990;17
1000;17
1009;17
1010;17
1015;17
1017;17
1018;17
1021;17
1024;17
1031;17
1034;17
1036;17
1038;17
1042;17
1044;17
1046;17
1047;17
1048;17
1050;17
124;18
154;18
172;18
183;18
286;18
290;18
433;18
519;18
557;18
565;18
573;18
592;18
619;18
661;18
672;18
681;18
772;18
798;18
806;18
825;18
836;18
842;18
866;18
869;18
980;18
987;18
989;18
1026;18
1043;18
36;19
343;19
578;19
652;19
753;19
1037;19
